Gene name	Number of transposons per gene	Number of reads per gene
TFC3	42	1184
EFB1	3	3
MAK16	5	38
PRP45	38	1112
POP5	4	16
YAL034C-B	27	1631
MTW1	20	499
CDC19	18	231
CDC24	21	318
PTA1	26	314
RFA1	8	123
SEN34	10	207
CDC15	28	835
HTA2	41	1465
UTP20	56	1027
RRN6	31	586
POP8	9	118
RFT1	22	263
MCM2	18	126
LSM2	6	59
PET9	20	399
STU1	60	1661
POL12	33	815
ERD2	15	276
PRE7	5	28
SEC17	11	132
YBL073W	23	964
AAR2	37	1040
ILS1	25	387
YBL077W	12	434
CDC27	22	808
RPL32	3	4
BRN1	45	1707
SFT2	24	355
PKC1	48	1305
RER2	31	1932
GPI18	17	377
HHF1	17	158
IPP1	16	246
SCO2	26	738
CDS1	17	238
CHS2	38	733
REB1	25	701
PRP6	46	1679
TSC3	3	13
ORC2	28	709
ALG14	7	61
RPG1	43	963
SEC18	23	217
RFC5	6	14
POL30	7	13
YBR089W	5	5
TIM12	2	2
EXO84	51	1424
CMD1	2	1
ALG1	7	140
GRS1	0	0
TFC1	17	128
YBR124W	18	302
CKS1	5	81
MEC1	113	3272
IRA1	91	1378
MAK5	33	616
SUP45	11	98
SPP381	15	417
RIB7	10	47
RPB5	4	6
CNS1	7	81
AMN1	46	1617
CDC28	6	36
POP7	5	13
YBR190W	11	143
RIM2	2	3
MED8	5	33
PGI1	12	158
TAF5	24	478
MCM7	31	1117
AME1	10	76
DAD3	3	9
ARC40	16	173
ABD1	16	472
PRP5	26	527
ALG7	8	51
ENP1	6	61
DUT1	3	3
SRB6	8	101
TRS20	7	110
RIB5	13	188
POP4	6	51
TSC10	13	217
PGS1	36	1601
NFS1	19	384
RRP7	19	459
YCL041C	46	226
PDI1	41	838
PBN1	16	500
SPB1	43	808
KRR1	11	157
HMLALPHA2	7	10
PGK1	3	15
YCR013C	5	41
RRP43	4	19
MATALPHA2	4	7
RSC6	13	97
CTR86	28	434
PWP2	45	1329
RSA4	20	351
CDC39	86	2328
HMRA2	3	3
MCD1	15	128
ATP16	6	8
RPT2	18	181
APC11	17	405
SLX5	54	867
NOP1	6	29
TSC13	10	157
YDL016C	10	479
CDC7	30	595
MPS1	33	1137
ARP2	8	13
PRP9	18	395
DBP10	21	284
PRP11	8	207
FAD1	9	60
PSA1	7	53
USO1	68	1973
TSR1	30	682
UBC9	10	48
COX9	5	273
SUB2	8	95
LUC7	9	33
SRP14	24	668
RPN6	21	340
SNU23	8	132
POL3	30	614
QRI1	7	127
NSE4	6	46
KIN28	12	114
RRP42	11	91
YFH1	2	3
CDC48	28	443
CDC53	33	767
SCM3	8	88
RPO21	63	1307
BPL1	24	393
CCT4	16	285
COP1	25	318
RPN5	7	94
NOP14	48	1195
RPC53	14	124
YDL152W	14	253
SAS10	13	112
CLB3	33	1202
YDL163W	9	160
CDC9	35	492
CDC36	7	59
FAP7	9	73
NUS1	6	29
SEC31	27	702
YDL196W	41	1448
HEM3	24	817
GLE1	10	176
NHP2	3	9
CWC2	6	87
SHR3	5	33
TIM22	4	23
CDC13	53	1612
YDL221W	55	2249
YPD1	0	0
YRB1	1	0
PSF1	3	69
DAD1	2	3
FAL1	11	194
SES1	11	143
KRS1	31	777
RSM10	9	163
HEM13	5	82
RPC11	2	2
BAP3	54	1390
HEM12	26	577
TPI1	2	4
DBF4	17	235
YDR053W	3	4
CDC34	9	127
MAK21	26	372
LCB2	16	259
RPS13	6	6
PDC2	13	220
STN1	26	390
SSS1	0	0
RRP1	4	21
SLU7	15	119
RLI1	12	46
PDS1	12	96
APC4	29	689
INO2	12	258
DOP1	39	853
TAF12	9	43
CTH1	33	790
SSY1	12	48
SEC1	33	647
SEC5	19	288
TAF10	6	43
CDC37	22	345
SEC7	60	1361
SUP35	20	508
UBC1	11	142
SCC2	39	869
CDC1	21	211
YDR187C	16	448
CCT6	38	961
SLY1	10	91
RVB1	12	90
CAB5	6	41
SPC19	5	20
MSS4	44	923
GCD6	18	472
TCP1	11	93
HTB1	7	48
PCF11	11	113
COX20	25	574
HEM1	19	368
RTN1	9	183
PRP42	5	22
FMN1	5	18
SEC26	23	601
SNU56	12	195
PRP28	16	338
TRS23	9	183
CIA1	16	226
RRP45	4	32
NSE3	5	47
SRP101	19	480
BFR2	9	24
CFT1	53	1024
GPI11	5	17
RSC3	15	219
SRB7	5	55
TFB1	16	365
UTP4	12	133
YCG1	29	328
YDR327W	5	26
SKP1	7	79
GPI8	18	205
FCF1	0	0
YDR341C	23	397
TRR1	5	6
YDR355C	5	11
SPC110	19	316
BCP1	18	280
TFC6	27	504
ESF1	8	76
KEI1	4	41
FRQ1	5	17
ARH1	14	72
YRA1	11	159
SAC7	21	315
UBA2	11	381
RPT3	9	123
YDR396W	13	308
NCB2	12	306
UTP5	12	173
RPB7	2	1
TRS120	41	768
RRP17	1	0
YDR413C	0	0
SYF1	35	722
RPL12B	7	53
RPN9	15	209
TIF35	4	8
GPI17	12	291
GPI19	4	52
UTP6	9	38
GUK1	0	0
TFB3	10	438
SPP41	29	326
TLG1	11	178
UGO1	26	302
TRS31	10	137
PRP3	36	377
SNM1	4	16
RIB3	4	6
SLD5	21	522
SEC20	8	162
LCD1	34	549
