Gene name	Number of transposons per gene	Number of reads per gene
TFC3	27	1026
EFB1	3	2
MAK16	5	13
PRP45	30	960
POP5	2	1
YAL034C-B	35	4379
MTW1	13	344
CDC19	17	414
CDC24	15	582
PTA1	23	474
RFA1	2	6
SEN34	12	143
CDC15	17	447
HTA2	31	768
UTP20	41	1013
RRN6	35	707
POP8	16	837
RFT1	21	635
MCM2	25	488
LSM2	2	1
PET9	14	196
STU1	51	2323
POL12	29	448
ERD2	21	879
PRE7	3	2
SEC17	7	107
YBL073W	29	1929
AAR2	38	929
ILS1	23	286
YBL077W	12	414
CDC27	22	908
RPL32	2	1
BRN1	30	627
SFT2	23	1276
PKC1	40	1167
RER2	18	544
GPI18	12	291
HHF1	9	42
IPP1	18	418
SCO2	53	1894
CDS1	17	231
CHS2	38	1869
REB1	35	1099
PRP6	37	1181
TSC3	2	2
ORC2	22	672
ALG14	7	21
RPG1	48	1340
SEC18	15	189
RFC5	3	19
POL30	4	37
YBR089W	3	21
TIM12	1	0
EXO84	32	1343
CMD1	0	0
ALG1	2	90
GRS1	1	0
TFC1	12	117
YBR124W	20	352
CKS1	7	170
MEC1	91	2752
IRA1	66	1118
MAK5	35	1486
SUP45	11	102
SPP381	12	330
RIB7	4	28
RPB5	1	0
CNS1	8	21
AMN1	33	1004
CDC28	6	11
POP7	2	51
YBR190W	5	19
RIM2	4	7
MED8	2	1
PGI1	5	109
TAF5	19	159
MCM7	23	807
AME1	7	92
DAD3	2	2
ARC40	15	389
ABD1	10	64
PRP5	27	535
ALG7	5	67
ENP1	6	42
DUT1	7	25
SRB6	9	173
TRS20	6	14
RIB5	9	79
POP4	5	296
TSC10	10	539
PGS1	30	1177
NFS1	13	240
RRP7	18	360
YCL041C	53	525
PDI1	36	1431
PBN1	21	655
SPB1	32	648
KRR1	12	186
HMLALPHA2	5	5
PGK1	3	8
YCR013C	3	51
RRP43	3	30
MATALPHA2	4	5
RSC6	8	182
CTR86	30	750
PWP2	33	1217
RSA4	14	139
CDC39	73	1756
HMRA2	4	6
MCD1	17	120
ATP16	7	210
RPT2	13	180
APC11	11	446
SLX5	34	1045
NOP1	4	51
TSC13	5	73
YDL016C	11	608
CDC7	19	580
MPS1	32	1202
ARP2	5	29
PRP9	13	284
DBP10	22	1091
PRP11	13	215
FAD1	9	70
PSA1	5	53
USO1	48	1336
TSR1	22	551
UBC9	11	109
COX9	5	39
SUB2	10	177
LUC7	14	89
SRP14	24	1003
RPN6	20	653
SNU23	10	371
POL3	32	552
QRI1	7	46
NSE4	3	3
KIN28	5	93
RRP42	5	82
YFH1	3	35
CDC48	24	526
CDC53	28	1087
SCM3	5	29
RPO21	48	1137
BPL1	20	402
CCT4	15	300
COP1	25	559
RPN5	7	83
NOP14	44	917
RPC53	7	84
YDL152W	13	218
SAS10	9	95
CLB3	30	1163
YDL163W	10	583
CDC9	26	1106
CDC36	8	49
FAP7	6	120
NUS1	6	29
SEC31	21	561
YDL196W	39	1393
HEM3	21	832
GLE1	9	115
NHP2	3	24
CWC2	5	55
SHR3	5	79
TIM22	5	34
CDC13	44	2933
YDL221W	45	2705
YPD1	1	0
YRB1	1	0
